@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/usr/bin/python2 '/home/eirik/CERN/beta-Beat/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=model_opticsfile.1_Qx0.31_Qy0.32_beam1/twiss.dat' '--files=/home/eirik/CERN/global_coupling_correction3/tracking/hole_in_one_dir/trackone.sdds' '--output=/home/eirik/CERN/global_coupling_correction3/tracking/outputfiles/' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=model_opticsfile.1_Qx0.31_Qy0.32_beam1/error_deffs.txt' '--coupling=1'"
@ CWD %s "/home/eirik/CERN/global_coupling_correction3/tracking"
@ Date %s "29. April 2021, 14:33:05"
@ CG %le 0.00046117720371410305
@ CG_std %le 6.752481673963825e-13
@ QG %le -1.0915692265640113
@ Q1F %le 0.31000305175799797
@ Q2F %le 0.32000073242199956
@ FILES %s "/home/eirik/CERN/global_coupling_correction3/tracking/hole_in_one_dir/trackone.sdds"
*                 NAME                    S                COUNT               F1001W               FWSTD1               F1001R               F1001I               F1010W               FWSTD2               F1010R               F1010I                Q1001             Q1001STD                Q1010             Q1010STD            MDLF1001R            MDLF1001I            MDLF1010R            MDLF1010I
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.18L3.B1"          2711.263863                    1     0.01298525374883   5.825665483492e-10    0.008117582843553    -0.01013516964336    0.001292525703554   6.509731981674e-10   -0.001073874814525    0.000719316048115      0.8574787727485    0.003591924091362      0.4060681846355      0.0495385301759                    0                    0                    0                    0
         "BPM.17L3.B1"          2764.712379                    1     0.01298262530662   6.258259508724e-10    0.009735029208844   -0.008589398474575    0.001289967928033   7.626234535789e-10   0.0007662747690659    0.001037709127668      0.8849373248514    0.003597080424468       0.148768765421     0.04951069648866                    0                    0                    0                    0
         "BPM.16L3.B1"          2818.160894                    1     0.01298398916845    8.85878831154e-10    0.007537913706317    -0.01057184145182    0.001290966153779   8.526665816339e-10    0.001003632598492  -0.0008119822765589      0.8485820962723    0.003591265190603      0.8917378891222     0.04936758473618                    0                    0                    0                    0
         "BPM.15L3.B1"           2871.60941                    1     0.01297943344186   1.116305246957e-09    0.007946854278373    -0.01026222195969    0.001296329118581   1.534042672446e-09  -0.0006952122347254   -0.001094143104154      0.8548707393841    0.003601156634327      0.6599121050298     0.04947384513831                    0                    0                    0                    0
         "BPM.14L3.B1"          2925.057926                    1      0.0129798239166    1.30983714453e-09    0.006617075175333     -0.0111664741539    0.001296896243536   1.571197910471e-09   -0.001164629647235   0.0005705941213135      0.8351397454348    0.003587044564559      0.4274947162575     0.04951536720716                    0                    0                    0                    0
         "BPM.13L3.B1"          2978.506442                    1     0.01298149205636   9.746152570333e-10    0.008393405047498   -0.009903024170325    0.001298462230271   1.199929223452e-09   0.0006236509021063    0.001138887051354      0.8618979710055     0.00358359844613      0.1702639672032     0.04954688627367                    0                    0                    0                    0
         "BPM.12L3.B1"          3031.954958                    1     0.01298034008193    6.56695901088e-10    0.006628310021136    -0.01116040926249    0.001297362484236   5.161360244712e-10     0.00107771509731  -0.0007222738985543      0.8352961637207     0.00358715664025      0.9060288927177     0.04968765028814                    0                    0                    0                    0
         "BPM.11L3.B1"          3085.403474                    1     0.01298338050604   6.892483754368e-10    0.006517536179113     -0.0112289755329    0.001292137048802   9.936707950887e-10  -0.0007082496751036   -0.001080740741623      0.8336994189498    0.003575166454651      0.6576713364657     0.04960376174112                    0                    0                    0                    0
         "BPM.10L3.B1"          3138.184185                    1     0.01298318137448   5.794072394068e-10     0.00366690566474    -0.01245458957367     0.00129051071753   1.147192007361e-09   -0.001105716539465   0.0006654388374688      0.7955710856995    0.003592781161704      0.4137771182435     0.04965183881094                    0                    0                    0                    0
          "BPM.9L3.B1"          3177.249195                    1     0.01298318146839   6.355327882919e-10    0.008199183734686    -0.01006659759433    0.001290510075713   3.816909470045e-10   0.0001722822247842    0.001278958596101      0.8587850294351    0.003592813251086      0.2286892996989     0.04965225744595                    0                    0                    0                    0
          "BPM.8L3.B1"          3217.712206                    1     0.01298318008812    7.60939482363e-10     0.01236757235713   -0.003950458098975    0.001290509981197   1.887979968566e-09    0.001275324112274  -0.0001973940734237      0.9507928999296    0.003592844190991      0.9755600076865     0.04965269713116                    0                    0                    0                    0
          "BPM.7L3.B1"          3256.776216                    1     0.01298317928586   7.673236670558e-10     0.01236292081971    0.003964988420432    0.001290511070326   1.153469745527e-09   1.030753295067e-05   -0.001290469905654     0.04939412514302    0.003592862185103      0.7512712113061     0.04965297881394                    0                    0                    0                    0
          "BPM.6L3.B1"          3329.415216                    1     0.01298317941699   7.484653813893e-10     0.01216294408472    0.004541556887882    0.001290510844692   3.254131992791e-10    -0.00128441503325   -0.000125284726249     0.05687576268997    0.003592850989053      0.5154753743139     0.04965294245993                    0                    0                    0                    0
